pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y,pt5_cam1_X,pt5_cam1_Y,pt6_cam1_X,pt6_cam1_Y,pt7_cam1_X,pt7_cam1_Y
372.670000,199.600000,357.290000,285.660000,328.200000,366.860000,294.960000,436.110000,231.110000,540.870000,192.850000,591.090000,162.120000,665.350000
372.680000,199.590000,357.330000,285.640000,328.220000,366.860000,295.020000,436.110000,231.190000,540.920000,192.910000,591.110000,162.200000,665.380000
372.700000,199.590000,357.370000,285.650000,328.270000,366.860000,295.080000,436.110000,231.290000,540.930000,192.970000,591.150000,162.270000,665.370000
372.700000,199.600000,357.390000,285.640000,328.290000,366.850000,295.110000,436.110000,231.320000,540.940000,193.010000,591.170000,162.350000,665.350000
372.710000,199.580000,357.390000,285.620000,328.350000,366.850000,295.140000,436.110000,231.400000,540.960000,193.050000,591.220000,162.420000,665.360000
372.720000,199.550000,357.400000,285.590000,328.360000,366.860000,295.170000,436.120000,231.420000,540.970000,193.070000,591.250000,162.450000,665.350000
372.720000,199.560000,357.430000,285.600000,328.380000,366.850000,295.180000,436.130000,231.440000,540.960000,193.090000,591.270000,162.510000,665.380000
372.710000,199.560000,357.420000,285.610000,328.390000,366.850000,295.210000,436.130000,231.490000,540.960000,193.110000,591.270000,162.840000,665.360000
372.710000,199.560000,357.450000,285.620000,328.390000,366.850000,295.210000,436.120000,231.840000,540.810000,193.140000,591.270000,162.870000,665.360000
372.730000,199.560000,357.450000,285.620000,328.430000,366.840000,295.230000,436.120000,231.870000,540.820000,193.180000,591.270000,162.890000,665.370000
372.740000,199.540000,357.470000,285.620000,328.440000,366.850000,295.240000,436.120000,231.890000,540.810000,193.220000,591.280000,162.910000,665.370000
372.740000,199.560000,357.520000,285.610000,328.470000,366.830000,295.300000,436.120000,231.910000,540.830000,193.270000,591.260000,162.920000,665.340000
372.740000,199.550000,357.680000,285.620000,328.540000,366.820000,295.310000,436.120000,231.940000,540.830000,193.260000,591.280000,162.930000,665.350000
372.740000,199.560000,357.690000,285.610000,328.700000,366.810000,295.310000,436.120000,231.940000,540.830000,193.270000,591.300000,162.930000,665.340000
372.740000,199.560000,357.670000,285.620000,328.690000,366.820000,295.320000,436.120000,231.920000,540.840000,193.310000,591.250000,162.950000,665.360000
372.750000,199.540000,357.680000,285.610000,328.690000,366.820000,295.310000,436.120000,231.940000,540.850000,193.360000,591.220000,162.970000,665.360000
